query_id	doc_id	score
1124	942	1
1125	1252	1
1125	1253	1
1126	941	1
1127	939	1
1128	944	1
1129	945	1
1130	941	1
1131	944	1
1132	944	1
1133	972	1
1134	944	1
1135	945	1
1136	939	1
1137	939	1
1138	944	1
1139	939	1
1140	939	1
1141	939	1
1142	939	1
1142	943	1
1142	946	1
1142	947	1
1143	241	1
1144	21856	1
1144	22180	1
1144	22181	1
1145	21602	1
1145	21613	1
1145	23564	1
1146	245	1
1146	249	1
1146	250	1
1146	260	1
1146	261	1
1147	246	1
1147	247	1
1147	248	1
1147	251	1
1147	252	1
1147	253	1
1147	256	1
1147	259	1
1147	270	1
1148	6	1
1148	244	1
1149	247	1
1149	248	1
1150	243	1
1150	787	1
1151	249	1
1151	250	1
1152	253	1
1152	254	1
1152	255	1
1153	262	1
1154	271	1
1155	251	1
1156	248	1
1156	253	1
1156	259	1
1156	261	1
1156	266	1
1156	267	1
1156	268	1
1157	23229	1
1157	23230	1
1157	23231	1
1157	23232	1
1158	23228	1
1159	808	1
1159	23225	1
1159	23226	1
1159	23227	1
1160	70	1
1160	831	1
1161	99	1
1161	100	1
1161	246	1
1161	247	1
1162	100	1
1163	804	1
1163	5081	1
1163	46311	1
1164	46	1
1164	770	1
1165	613	1
1165	615	1
1165	24570	1
1166	613	1
1167	613	1
1167	24564	1
1168	24562	1
1169	617	1
1169	24561	1
1170	641	1
1170	667	1
1171	645	1
1171	647	1
1171	648	1
1171	649	1
1172	614	1
1173	614	1
1174	557	1
1174	613	1
1175	607	1
1175	613	1
1175	639	1
1176	5046	1
1177	5046	1
1178	5099	1
1179	5099	1
1180	5099	1
1181	620	1
1181	621	1
1181	622	1
1181	623	1
1181	624	1
1181	625	1
1181	626	1
1182	628	1
1182	30543	1
1183	620	1
1184	626	1
1185	624	1
1186	616	1
1187	614	1
1188	629	1
1189	607	1
1190	613	1
1190	617	1
1191	609	1
1191	613	1
1192	607	1
1193	610	1
1194	617	1
1195	644	1
1196	611	1
1197	610	1
1197	619	1
1198	607	1
1198	697	1
1199	628	1
1200	609	1
1201	639	1
1202	639	1
1203	617	1
1203	619	1
1203	644	1
1203	24630	1
1203	24631	1
1204	528	1
1204	643	1
1205	548	1
1205	549	1
1206	619	1
1206	631	1
1206	632	1
1207	608	1
1208	643	1
1209	701	1
1209	704	1
1210	641	1
1211	646	1
1212	6	1
1212	7	1
1212	8	1
1212	9	1
1212	10	1
1212	216	1
1212	25359	1
1213	217	1
1213	25375	1
1214	498	1
1214	500	1
1214	501	1
1214	25375	1
1215	84	1
1216	498	1
1216	500	1
1216	501	1
1216	25375	1
1217	6	1
1217	216	1
1217	25359	1
1218	25375	1
1219	25359	1
1219	25375	1
1220	30051	1
1220	30052	1
1221	25375	1
1222	217	1
1222	798	1
1222	799	1
1222	801	1
1222	802	1
1223	799	1
1223	805	1
1224	84	1
1225	204	1
1225	205	1
1225	498	1
1226	216	1
1226	25375	1
1227	12487	1
1228	12488	1
1229	12488	1
1230	12488	1
1231	34904	1
1232	12488	1
1233	12488	1
1233	34905	1
1234	12488	1
1234	34905	1
1235	12488	1
1235	12495	1
1236	12490	1
1237	12495	1
1238	12490	1
1239	12490	1
1240	12488	1
1240	34905	1
1241	12488	1
1241	34905	1
1242	12488	1
1242	34905	1
1243	12488	1
1243	34905	1
1244	12488	1
1244	34905	1
1245	12488	1
1245	34905	1
1246	12488	1
1246	34905	1
1247	12488	1
1247	36480	1
1247	36481	1
1248	12495	1
1249	12495	1
1250	12495	1
1250	12509	1
1251	12505	1
1252	12495	1
1253	12499	1
1253	12502	1
1254	12496	1
1254	12498	1
1255	12496	1
1255	12498	1
1255	12499	1
1256	12488	1
1256	34905	1
1257	12501	1
1258	12502	1
1259	12503	1
1260	12499	1
1261	12504	1
1262	12507	1
1262	12508	1
1263	12523	1
1263	12524	1
1264	12495	1
1264	12523	1
1264	12524	1
1265	12526	1
1266	12525	1
1267	12527	1
1267	12528	1
1267	12529	1
1267	12530	1
1268	12531	1
1268	12532	1
1268	12533	1
1269	12509	1
1270	12509	1
1271	12509	1
1272	12509	1
1273	12509	1
1274	12510	1
1274	12520	1
1274	12527	1
1274	12531	1
1274	42757	1
1275	12531	1
1275	12533	1
1276	12527	1
1277	1119	1
1278	42762	1
1279	42774	1
1280	12527	1
1280	12537	1
1280	12538	1
1281	12539	1
1282	12537	1
1282	12538	1
1283	272	1
1283	30398	1
1284	272	1
1284	30399	1
1285	272	1
1285	30398	1
1286	273	1
1287	274	1
1288	275	1
1289	278	1
1290	287	1
1291	284	1
1291	30405	1
1292	277	1
1293	278	1
1294	279	1
1295	280	1
1296	281	1
1297	282	1
1298	283	1
1299	284	1
1299	30405	1
1300	285	1
1301	286	1
1302	288	1
1303	289	1
1303	30181	1
1303	30402	1
1304	290	1
1305	291	1
1306	292	1
1306	293	1
1307	294	1
1308	295	1
1309	296	1
1310	297	1
1311	30400	1
1312	30401	1
1313	30403	1
1314	30406	1
1315	30409	1
1316	30411	1
1317	1039	1
1318	962	1
1319	12630	1
1320	42	1
1321	289	1
1322	4	1
1323	21645	1
1324	9391	1
1324	9393	1
1325	9441	1
1325	9446	1
1326	9418	1
1327	9414	1
1328	9398	1
1329	9399	1
1329	9400	1
1329	9401	1
1329	9403	1
1330	9406	1
1330	9407	1
1330	9408	1
1331	9409	1
1332	4408	1
1333	4408	1
1334	4411	1
1335	4413	1
1336	4415	1
1337	4418	1
1337	4419	1
1338	4420	1
1338	4421	1
1338	4422	1
1338	4423	1
1339	4428	1
1339	4429	1
1339	4430	1
1340	4430	1
1340	8288	1
1341	4432	1
1341	4448	1
1341	4451	1
1342	4435	1
1343	4442	1
1344	4445	1
1345	4447	1
1346	4452	1
1347	4453	1
1348	4454	1
1349	4455	1
1350	4456	1
1351	4460	1
1352	4418	1
1352	4461	1
1353	4463	1
1354	4464	1
1355	4467	1
1356	4472	1
1357	4473	1
1358	4473	1
1359	4474	1
1360	4475	1
1361	4478	1
1362	2370	1
1362	2372	1
1362	4482	1
1362	22874	1
1363	4484	1
1363	4485	1
1363	4486	1
1364	488	1
1365	488	1
1366	456	1
1366	488	1
1366	497	1
1367	488	1
1368	488	1
1369	488	1
1370	489	1
1371	490	1
1372	491	1
1373	47	1
1373	492	1
1374	493	1
1375	494	1
1376	495	1
1377	496	1
1378	55090	1
1378	55139	1
1379	55090	1
1379	55139	1
1380	55090	1
1381	55090	1
1382	55090	1
1383	55090	1
1384	55090	1
1384	55139	1
1385	55054	1
1386	30792	1
1387	30792	1
1388	55054	1
1388	55139	1
1389	55054	1
1390	55054	1
1391	30792	1
1392	55055	1
1393	55055	1
1394	55055	1
1395	55056	1
1396	55056	1
1397	55058	1
1398	55058	1
1399	55034	1
1399	55055	1
1400	55034	1
1400	55055	1
1401	55058	1
1401	55090	1
1402	55060	1
1403	55060	1
1404	55060	1
1405	55060	1
1406	55060	1
1407	11678	1
1407	55060	1
1408	55025	1
1409	55139	1
1410	25224	1
1410	25229	1
1410	55139	1
1411	54869	1
1411	54870	1
1411	54871	1
1411	55139	1
1412	25226	1
1413	25226	1
1413	55139	1
1414	55037	1
1415	55037	1
1416	54868	1
1416	55074	1
1417	55037	1
1417	55074	1
1418	55025	1
1419	25225	1
1420	194	1
1421	194	1
1422	5441	1
1422	5445	1
1423	195	1
1424	548	1
1424	550	1
1424	804	1
1424	808	1
1425	195	1
1426	195	1
1427	194	1
1427	195	1
1428	194	1
1428	198	1
1428	200	1
1428	202	1
1428	204	1
1428	216	1
1429	962	1
1430	808	1
1430	822	1
1430	952	1
1431	194	1
1431	195	1
1432	195	1
1432	24655	1
1433	24692	1
1434	200	1
1435	808	1
1436	194	1
1436	195	1
1437	550	1
1438	77	1
1438	78	1
1439	194	1
1439	195	1
1439	203	1
1440	194	1
1440	198	1
1440	200	1
1441	194	1
1441	198	1
1441	200	1
1442	349	1
1443	349	1
1444	369	1
1445	347	1
1446	114	1
1446	347	1
1447	360	1
1448	350	1
1449	352	1
1450	352	1
1451	355	1
1452	354	1
1453	353	1
1454	355	1
1455	356	1
1456	357	1
1457	358	1
1458	359	1
1459	360	1
1460	361	1
1461	114	1
1461	362	1
1462	363	1
1462	8590	1
1463	364	1
1464	362	1
1464	365	1
1465	366	1
1466	367	1
1467	368	1
1468	369	1
1469	33	1
1469	370	1
1469	12836	1
1470	369	1
1470	371	1
1471	372	1
1472	373	1
1473	374	1
1473	1101	1
1474	375	1
1475	376	1
1476	377	1
1477	379	1
1478	369	1
1478	11786	1
1479	46	1
1479	357	1
1480	369	1
1480	15962	1
1481	171	1
1481	369	1
1482	360	1
1482	16004	1
1483	359	1
1483	24510	1
1484	361	1
1485	360	1
1485	1163	1
1486	114	1
1487	12865	1
1488	33	1
1488	100	1
1488	12836	1
1489	794	1
1490	12851	1
1491	360	1
1492	114	1
1492	121	1
1492	348	1
1493	121	1
1493	348	1
1494	360	1
1495	837	1
1496	351	1
1497	114	1
1497	351	1
1497	12818	1
1497	12853	1
1498	353	1
1499	15971	1
1500	353	1
1501	114	1
1501	121	1
1501	348	1
1501	360	1
1502	114	1
1502	348	1
1503	205	1
1504	205	1
1505	207	1
1506	208	1
1507	210	1
1508	211	1
1509	214	1
1510	217	1
1511	39	1
1511	216	1
1512	205	1
1513	795	1
1513	797	1
1513	804	1
1513	805	1
1514	80	1
1514	81	1
1515	2	1
1516	463	1
1517	804	1
1518	80	1
1518	81	1
1519	13009	1
1520	550	1
1521	126	1
1522	39	1
1523	21812	1
1524	207	1
1525	843	1
1526	25351	1
1527	2	1
1527	843	1
1528	80	1
1529	2	1
1530	805	1
1531	1186	1
1531	1187	1
1531	1188	1
1531	1190	1
1532	1190	1
1533	1190	1
1533	19126	1
1534	1186	1
1535	1187	1
1535	1188	1
1535	1190	1
1536	1189	1
1536	1191	1
1536	1192	1
1537	1189	1
1537	1191	1
1537	1192	1
1538	1179	1
1539	1194	1
1540	1187	1
1541	1188	1
1542	11543	1
1542	16411	1
